"trans","origin"
"重重大门紧锁无处寻觅，但心中猜想其中必有千树的桃花。","重门深锁无寻处，疑有碧桃千树花。"
"清晨的朝阳破云而出，就像皇家的銮驾从天边驶来。高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。","紫禁仙舆诘旦来，青旂遥倚望春台。"
"我不知道今天庭院中竟然落下了雪花，还以为是昨夜院中的树枝上开出的花。","不知庭霰今朝落，疑是林花昨夜开。"
"春光明艳，晴空上飘浮着一层淡淡的烟云，在柳枝披拂的大道口，正举行着一场送别的酒宴。无奈分别在即，愁肠百结，这酒也喝得不畅快。","晴烟漠漠柳毵毵，不那离情酒半酣。"
"离人举起华贵的马鞭指向他此行将往的远方—江南。想到此去江南，那里草长莺飞，桃红柳绿，春色更美。只是良辰美景难有人与之共享，因此江南春色愈美愈增加人的愁苦，使人痛断肚肠。","更把玉鞭云外指，断肠春色在江南。"
"江中白浪里有一位白发老渔翁，江岸风声阵阵，老渔翁船行到哪个地方，家就安在哪里。","白头波上白头翁，家逐船移浦浦风。"
"刚才他钓了一条一尺长的鲈鱼，儿孙们就忙着捡柴准备在（干枯的）荻花堆中生火煮鱼吃。","一尺鲈鱼新钓得，儿孙吹火荻花中。"
"柳树种植在溪桥边和山路旁，与杏树和桃树相映。","半烟半雨江桥畔，映杏映桃山路中。"
"又好像懂得离人思乡的无限情感，千万条柳丝飘下无数柳絮去招引迷人的春天。","会得离人无限意，千丝万絮惹春风。"
"山路上萧萧秋雨下个不停，淅沥溪风吹着溪边的蒲苇。","萧萧山路穷秋雨，淅淅溪风一岸蒲。"
"问刚来到寒沙安家的鸿雁，来时经过我的老家杜陵吗？","为问寒沙新到雁，来时还下杜陵无。"
"雾散云开远远望见汉阳城，孤舟漂游还要走一日路程。","云开远见汉阳城，犹是孤帆一日程。"
"商贾在白日睡觉知道浪静，船夫在夜间说话感到潮生。","估客昼眠知浪静，舟人夜语觉潮生。"
"看三湘秋色两边鬓发衰白，望万里明月思归心意更增。","三湘愁鬓逢秋色，万里归心对月明。"
"家乡旧业已经被战乱毁尽，哪堪再听见江上鼓角声声。","旧业已随征战尽，更堪江上鼓鼙声。"
"刘备出兵伐吴就驻扎在三峡，无奈战败归来去世在永安宫。","蜀主窥吴幸三峡，崩年亦在永安宫。"
"昔日翠旗飘扬空山浩浩荡荡，永安宫湮灭在这荒郊野庙中。","翠华想像空山里，玉殿虚无野寺中。"
"古庙里杉松树上水鹤做了巢，每逢节令仍举行隆重的祭祀。","古庙杉松巢水鹤，岁时伏腊走村翁。"
"丞相的祠庙就在先王庙临近，君臣共同享受着礼仪和祭礼。","武侯祠堂常邻近，一体君臣祭祀同。"
"丈夫死于战乱她独守茅屋受煎熬，身穿苎麻布衣衫鬓发干涩又枯焦。","夫因兵死守蓬茅，麻苎衣衫鬓发焦。"
"桑树柘树全废毁还要交纳蚕丝税，田园耕地已荒芜仍然征税叫青苗。","桑柘废来犹纳税，田园荒后尚征苗。"
"时常外出挖野菜连着根须一起煮，随即四处砍生柴带着叶子一起烧。","时挑野菜和根煮，旋斫生柴带叶烧。"
"任凭你住在比深山更深的偏僻处，也没办法逃脱官府的赋税和兵徭。","任是深山更深处，也应无计避征徭。"
"十月里西北十郡那些良家子弟，鲜血流成了陈陶斜的泽国水乡。","孟冬十郡良家子，血作陈陶泽中水。"
"原野空旷苍天清远停息了战声，四万义军在同一天理慷慨阵亡。","野旷天清无战声，四万义军同日死。"
"那些胡寇归来时箭上还在滴血，仍然高唱胡歌狂饮在长安市上。","群胡归来血洗箭，仍唱胡歌饮都市。"
"京都百姓转头往北方痛哭流涕，日夜盼望官军早来到退敌安邦。","都人回面向北啼，日夜更望官军至。"
"我的脸蜡黄，没有一点光泽，哪知道人世间的什么荣华富贵。","粉色全无饥色加，岂知人世有荣华。"
"年年都说我养蚕辛苦，为什么身上穿的是苎麻做的衣服？","年年道我蚕辛苦，底事浑身着苎麻。"
"杜诗和韩文在愁闷时诵读，舒心爽气就像请仙女麻姑在痒处搔。","杜诗韩笔愁来读，似倩麻姑痒处搔。"
"天外的凤凰谁能得其精髓?世上无人懂得配制续弦胶。","天外凤凰谁得髓？无人解合续弦胶。"
"岳阳城下的江水水势浩大，无边无际；独上高楼倚靠着栏杆眺望。","岳阳城下水漫漫，独上危楼凭曲阑。"
"春天，草木的绿色与远处洞庭湖的水色相接，傍晚的彩霞与湖水中的红波交相辉映，红波近处，似乎就是国都长安。","春岸绿时连梦泽，夕波红处近长安。"
"岸边山上的老猿正站在树上哭得凄惨，天上的大雁要从这浩渺无边的湖上横空飞过还有许多困难。","猿攀树立啼何苦，雁点湖飞渡亦难。"
"这个地方风景壮阔美丽，只可画成画障，挂在贵富人家的厅堂里供他们欣赏。","此地唯堪画图障，华堂张与贵人看。"
"主人摆酒今晚大家欢聚，琴师拨动琴弦助兴酒宴。","主人有酒欢今夕，请奏鸣琴广陵客。"
"明月照向城头乌鸦纷飞，寒霜降临寒风吹透衣衫。","月照城头乌半飞，霜凄万树风入衣。"
"炉火暖融融华烛添光辉，艺人先弹《渌水》后奏《楚妃》。","铜炉华烛烛增辉，初弹渌水后楚妃。"
"他的琴声一响万物寂静，四座无言屏气凝神倾听。","一声已动物皆静，四座无言星欲稀。"
"奉命去远离乡关清淮，敬告大家我要归隐云山。","清淮奉使千馀里，敢告云山从此始。"
"苏武初遇汉使，悲喜交集感慨万端；而今古庙高树，肃穆庄严久远渺然。","苏武魂销汉使前，古祠高树两茫然。"
"羁留北海音书断绝，头顶胡天明月；荒陇牧羊回来，茫茫草原已升暮烟。","云边雁断胡天月，陇上羊归塞草烟。"
"回朝进谒楼台依旧，甲帐却无踪影；奉命出使加冠佩剑，正是潇洒壮年。","回日楼台非甲帐，去时冠剑是丁年。"
"封侯受爵缅怀茂陵，君臣已不相见；空对秋水哭吊先皇，哀叹逝去华年。","茂陵不见封侯印，空向秋波哭逝川。"
"君主一旦为美色所迷，便种下亡国祸根，用不着到宫殿长满荆棘才开始悲伤。","一笑相倾国便亡，何劳荆棘始堪伤。"
"拥有玉体的小怜进御服侍后主的夜晚，北周军队进占晋阳的战报已被传出。","小怜玉体横陈夜，已报周师入晋阳。"
"哪知甜甜的笑足以抵过君主日理万机，身穿戎装的冯淑妃在后主看来最是美丽。","巧笑知堪敌万几，倾城最在著戎衣。"
"晋阳已被攻陷远远抛在了后主脑后，冯淑妃请求后主再重新围猎一次。","晋阳已陷休回顾，更请君王猎一围。"
"杭州城外望海楼披着明丽的朝霞，走在护江堤上踏着松软的白沙。","望海楼明照曙霞，护江堤白踏晴沙。"
"呼啸的钱塘涛声春夜传入伍员庙，娇嫩的绿柳春色包蕴在苏小小家。","涛声夜入伍员庙，柳色春藏苏小家。"
"红袖少女夸耀杭绫柿蒂织工好，青旗门前争买美酒饮“梨花”。","红袖织绫夸柿蒂，青旗沽酒趁梨花。"
"是谁开辟了通向湖心孤山的道路？长满青草的小道像少女的绿色裙腰弯弯斜斜。","谁开湖寺西南路，草绿裙腰一道斜。"
"长乐宫与后花园正是春意盎然，嵌玉的楼台与镶金的宫殿每日都有新的赋艳词的曲。","长乐宫连上苑春，玉楼金殿艳歌新。"
"宫女歌姬只要一进入皇帝的宫门便不能再出来，宫中也就只有黄莺儿能够出外见人了。","君门一入无由出，唯有宫莺得见人。"
"日落乌栖时分，姑苏台上吴宫的轮廓和宫中美人西施醉态朦胧。","姑苏台上乌栖时，吴王宫里醉西施。"
"寻得芳菲不觉被美酒陶醉，倚着花树酣眠红日已西斜。","寻芳不觉醉流霞，倚树沉眠日已斜。"
"且等到客散酒醒深夜以后，又举着红烛独自欣赏残花。","客散酒醒深夜后，更持红烛赏残花。"
"春天来了，汉寿城边野草丛生，那荒祠和古墓前面正长满荆榛。","汉寿城边野草春，荒祠古墓对荆榛。"
"田里的牧童烧化着丢弃的刍狗，路上的行人在观看墓前的石麟。","田中牧竖烧刍狗，陌上行人看石麟。"
"经过雷电轰击，华表已经半毁。由于积满灰尘，碑文仅可辨认。","华表半空经霹雳，碑文才见满埃尘。"
"不知什么时候又发生沧海桑田的变化呢，到那时，这里又会成为南北交通的要津。","不知何日东瀛变，此地还成要路津。"
"曹将军是魏武帝曹操后代子孙，而今却沦为平民百姓成为寒门。","将军魏武之子孙，于今为庶为清门。"
"英雄割据的时代一去不复返了，曹家文章丰采却在你身上留存。","英雄割据虽已矣，文采风流今尚存。"
"当年为学书法你先拜师卫夫人，只恨得没有超过王羲之右将军。","学书初学卫夫人，但恨无过王右军。"
"你毕生专攻绘画不知老之将至，荣华富贵对于你却如空中浮云。","丹青不知老将至，富贵于我如浮云。"
"开元年间你常常被唐玄宗召见，承恩载德你曾多次登上南薰殿。","开元之中常引见，承恩数上南薰殿。"
"凌烟阁的功臣画象年久褪颜色，曹将军你挥笔重画又别开生面。","凌烟功臣少颜色，将军下笔开生面。"
"良相们的头顶都戴上了进贤冠，猛将们的腰间皆佩带着大羽箭。","良相头上进贤冠，猛将腰间大羽箭。"
"褒公鄂公的毛发似乎都在抖动，他们英姿飒爽好象是正在酣战。","褒公鄂公毛发动，英姿飒爽来酣战。"
"开元时先帝的天马名叫玉花骢，多少画家画出的都与原貌不同。","先帝御马五花骢，画工如山貌不同。"
"当天玉花骢被牵到殿中红阶下，昂首屹立宫门更增添它的威风。","是日牵来赤墀下，迥立阊阖生长风。"
"皇上命令你展开丝绢准备作画，你匠心独运惨淡经营刻苦用功。","诏谓将军拂绢素，意匠惨澹经营中。"
"片刻间九天龙马就在绢上显现，一下比得万代凡马皆成了平庸。","斯须九重真龙出，一洗万古凡马空。"
"玉花骢图如真马倒在皇帝榻上，榻上马图和阶前屹立真马相同。","玉花却在御榻上，榻上庭前屹相向。"
"皇上含笑催促左右赏赐你黄金，太仆和马倌们个个都迷惘发怔。","至尊含笑催赐金，圉人太仆皆惆怅。"
"将军的门生韩干画技早学上手，他也能画马且有许多不凡形象。","弟子韩干早入室，亦能画马穷殊相。"
"韩干只画外表画不出内在精神，常使骅骝好马的生气凋敝失丧。","干惟画肉不画骨，忍使骅骝气凋丧。"
"将军的画精美美在画中有神韵，偶逢真名士才肯为他动笔写真。","将军画善盖有神，必逢佳士亦写真。"
"而今你漂泊沦落在战乱的社会，平常所画的却是普通的行路人。","即今漂泊干戈际，屡貌寻常行路人。"
"你到晚年反而遭受世俗的白眼，人世间还未有人象你这般赤贫。","途穷反遭俗眼白，世上未有如公贫。"
"只要看看历来那些负盛名的人，最终已经坎坷穷愁纠缠其身了。","但看古来盛名下，终日坎壈缠其身。"
"往昔我们在长安醉眠花柳，与王公贵胄们同杯喝酒。","昔在长安醉花柳，五侯七贵同杯酒。"
"豪士面前，气岸凛然，什么时候风流肯落他人之后。","气岸遥凌豪士前，风流肯落他人后？"
"当时夫子清晨红颜，我也当少年之时，在章华台走马挥金鞭。","夫子红颜我少年，章台走马著金鞭。"
"在麒麟殿献纳文章，听歌看舞淹留在豪华﹑珍贵的玳瑁宴席。","文章献纳麒麟殿，歌舞淹留玳瑁筵。"
"原以为咱们就这样长久过下去了，那知道草动风尘起,那安禄山小子反了。","与君自谓长如此，宁知草动风尘起。"
"函谷关忽报胡马杀来，皇上身边的人一个个得以提拔，如同秦宫向阳的桃李开得格外绚丽。","函谷忽惊胡马来，秦宫桃李向明开。"
"我现在却远谪到夜郎去，愁死我了，何日朝廷金鸡大赦，让我回来？","我愁远谪夜郎去，何日金鸡放赦回？"
"胡人吹起羌笛响在戍楼之间，戍楼之上景象萧条月光幽闲。","胡人吹笛戍楼间，楼上萧条海月闲。"
"借问悠悠的落梅乐曲有几首？长风万里吹拂一夜洒满关山。","借问落梅凡几曲，从风一夜满关山。"
"黄云城边的乌鸦将要归巢了，归飞回来时候在树枝上哑哑地啼叫。","黄云城边乌欲栖，归飞哑哑枝上啼。"
"在织机中织布的秦川女子，在隔着碧绿如烟的纱窗内视窗外的归鸟双双。她好像是在与人说着什么，其实她是在自言自语。","机中织锦秦川女，碧纱如烟隔窗语。"
"太寂寞了啊，想着远方的亲人、她的织梭就不由得停了下来。独宿空房的滋味，真是太令人难以忍受了，珠泪点点滚下了她的香腮。","停梭怅然忆远人，独宿孤房泪如雨。"
"黄河之水从西而来，它决开昆仑，咆哮万里，冲击着龙门。","黄河西来决昆仑，咆哮万里触龙门。"
"古时有一个狂夫，他披头散发大清早便冲出门去，要徒步渡河。","被发之叟狂而痴，清晨临流欲奚为。"
"别人只是在一旁看热闹，只有他的妻子前去阻止他，在后面喊着要他不要渡河，可是他偏要向河里跳。","旁人不惜妻止之，公无渡河苦渡之。"
